category	name	born	died	sitelinks	rulerID	progr	desc	url	status
Philosopher	Albert Camus	1913	1960	205	3638	4460	French philosopher, author, and journalist	https://en.wikipedia.org/wiki/Albert_Camus	NEW
Writer	Abraham Lincoln	1809	1865	292			President of the United States from 1861 to 1865	https://en.wikipedia.org/wiki/Abraham_Lincoln	SKIP description doesn't match category
Writer	Mahatma Gandhi	1869	1948	283			Indian independence activist	https://en.wikipedia.org/wiki/Mahatma_Gandhi	SKIP description doesn't match category
Writer	Julius Caesar	-100	-44	281			Roman general and dictator	https://en.wikipedia.org/wiki/Julius_Caesar	SKIP description doesn't match category
Composer	Charlie Chaplin	1889	1977	259			English comic actor and filmmaker	https://en.wikipedia.org/wiki/Charlie_Chaplin	SKIP description doesn't match category
Composer	Martin Luther	1483	1546	257			German priest and theologian	https://en.wikipedia.org/wiki/Martin_Luther	SKIP description doesn't match category
Writer	Mustafa Kemal Atatürk	1881	1938	253			Founding father of the Republic of Turkey	https://en.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk	SKIP description doesn't match category
Writer	John F. Kennedy	1917	1963	250			President of the United States from 1961 to 1963	https://en.wikipedia.org/wiki/John_F._Kennedy	SKIP description doesn't match category
Writer	Martin Luther King Jr.	1929	1968	245			American Baptist minister and civil rights leader	https://en.wikipedia.org/wiki/Martin_Luther_King_Jr.	SKIP description doesn't match category
Writer	Pope Francis	1936	2025	235			266th pope of the Catholic Church from 2013 to 2025	https://en.wikipedia.org/wiki/Pope_Francis	SKIP description doesn't match category
Writer	Mao Zedong	1893	1976	230			1st chairman of the Chinese Communist Party and founder of the People's Republic of China	https://en.wikipedia.org/wiki/Mao_Zedong	SKIP description doesn't match category
Writer	Niccolò Machiavelli	1469	1527	225			Italian diplomat and political and military theorist	https://en.wikipedia.org/wiki/Niccol%C3%B2_Machiavelli	SKIP description doesn't match category
Writer	Thomas Jefferson	1743	1826	222			Founding Father, U.S. president from 1801 to 1809	https://en.wikipedia.org/wiki/Thomas_Jefferson	SKIP description doesn't match category
Writer	Otto von Bismarck	1815	1898	218			German statesman and Chancellor	https://en.wikipedia.org/wiki/Otto_von_Bismarck	SKIP description doesn't match category
Scientist	Carl Linnaeus	1707	1778	212			Swedish botanist, physician, and zoologist	https://en.wikipedia.org/wiki/Carl_Linnaeus	SKIP description doesn't match category
Artist	Walt Disney	1901	1966	211			American animator, producer, director, screenwriter, voice actor and entrepreneur, founder of The Walt Disney Company	https://en.wikipedia.org/wiki/Walt_Disney	SKIP description doesn't match category
Writer	Marco Polo	1254	1324	210			Venetian explorer and merchant who travelled through Asia	https://en.wikipedia.org/wiki/Marco_Polo	SKIP description doesn't match category
Scientist	Margaret Thatcher	1925	2013	207			British stateswoman and prime minister	https://en.wikipedia.org/wiki/Margaret_Thatcher	SKIP description doesn't match category
Writer	John Paul II	1920	2005	204			264th pope of the Catholic Church	https://en.wikipedia.org/wiki/Pope_John_Paul_II	SKIP description doesn't match category
Philosopher	Benedict XVI	1927	2022	201			265 th pope of the Catholic Church	https://en.wikipedia.org/wiki/Pope_Benedict_XVI	SKIP description doesn't match category
Writer	Jimmy Carter	1924	2024	199			President of the United States from 1977 to 1981	https://en.wikipedia.org/wiki/Jimmy_Carter	SKIP description doesn't match category
Writer	Henry Ford	1863	1947	198			American business magnate	https://en.wikipedia.org/wiki/Henry_Ford	SKIP description doesn't match category
Writer	Paul the Apostle	5	66	194			Early Christian apostle and missionary	https://en.wikipedia.org/wiki/Paul_the_Apostle	SKIP description doesn't match category
Writer	Theodore Roosevelt	1858	1919	191			26th President of the United States from 1901 to 1909	https://en.wikipedia.org/wiki/Theodore_Roosevelt	SKIP description doesn't match category
Writer	Jawaharlal Nehru	1889	1964	190			Prime Minister of India from 1947 to 1964	https://en.wikipedia.org/wiki/Jawaharlal_Nehru	SKIP description doesn't match category
Writer	Dwight D. Eisenhower	1890	1969	190			President of the United States from 1953 to 1961	https://en.wikipedia.org/wiki/Dwight_D._Eisenhower	SKIP description doesn't match category
Writer	Woodrow Wilson	1856	1924	189			President of the United States from 1913 to 1921	https://en.wikipedia.org/wiki/Woodrow_Wilson	SKIP description doesn't match category
Writer	Roald Amundsen	1872	1928	189			Norwegian explorer; first person to reach the South Pole	https://en.wikipedia.org/wiki/Roald_Amundsen	SKIP description doesn't match category
Writer	John Adams	1735	1826	187			Founding Father, U.S. president from 1797 to 1801	https://en.wikipedia.org/wiki/John_Adams	SKIP description doesn't match category
Writer	Muammar Gaddafi	1942	2011	185			Military officer and former Brotherly Leader and Guide of the Revolution of Libya	https://en.wikipedia.org/wiki/Muammar_Gaddafi	SKIP description doesn't match category
Writer	Alfred Hitchcock	1899	1980	185			British filmmaker	https://en.wikipedia.org/wiki/Alfred_Hitchcock	SKIP description doesn't match category
Scientist	John Maynard Keynes	1883	1946	184			British economist	https://en.wikipedia.org/wiki/John_Maynard_Keynes	SKIP description doesn't match category
Composer	John Lennon	1940	1980	183			British musician	https://en.wikipedia.org/wiki/John_Lennon	SKIP description doesn't match category
Writer	Leon Trotsky	1879	1940	182			Russian Marxist revolutionary	https://en.wikipedia.org/wiki/Leon_Trotsky	SKIP description doesn't match category
Composer	Pelé	1940	2022	181			Brazilian footballer	https://en.wikipedia.org/wiki/Pel%C3%A9	SKIP description doesn't match category
Artist	Freddie Mercury	1946	1991	177			British singer, songwriter and musician, frontman of the rock band Queen	https://en.wikipedia.org/wiki/Freddie_Mercury	SKIP description doesn't match category
Writer	Frank Lloyd Wright	1867	1959	177			American architect	https://en.wikipedia.org/wiki/Frank_Lloyd_Wright	SKIP description doesn't match category
Writer	Louis Armstrong	1901	1971	176			American jazz musician, trumpeter and singer	https://en.wikipedia.org/wiki/Louis_Armstrong	SKIP description doesn't match category
Artist	Akira Kurosawa	1910	1998	174			Japanese filmmaker	https://en.wikipedia.org/wiki/Akira_Kurosawa	SKIP description doesn't match category
Writer	James Madison	1751	1836	173			President of the United States from 1809 to 1817	https://en.wikipedia.org/wiki/James_Madison	SKIP description doesn't match category
Philosopher	Hippocrates	-460	-370	173			Greek physician	https://en.wikipedia.org/wiki/Hippocrates	SKIP description doesn't match category
Writer	Indira Gandhi	1917	1984	171			Prime Minister of India	https://en.wikipedia.org/wiki/Indira_Gandhi	SKIP description doesn't match category
Writer	Hernán Cortés	1485	1547	170			Spanish conquistador	https://en.wikipedia.org/wiki/Hern%C3%A1n_Cort%C3%A9s	SKIP description doesn't match category
Writer	Saddam Hussein	1937	2006	169			Iraqi politician and revolutionary, president of Iraq from 1979 to 2003	https://en.wikipedia.org/wiki/Saddam_Hussein	SKIP description doesn't match category
Writer	Aesop	-620	-564	166			Ancient Greek storyteller	https://en.wikipedia.org/wiki/Aesop	SKIP description doesn't match category
Writer	John Quincy Adams	1767	1848	165			President of the United States from 1825 to 1829	https://en.wikipedia.org/wiki/John_Quincy_Adams	SKIP description doesn't match category
Writer	Ibn Battuta	1304	1368	165			14th century Muslim Maghrebi scholar and explorer	https://en.wikipedia.org/wiki/Ibn_Battuta	SKIP description doesn't match category
Composer	Bob Marley	1945	1981	164			Jamaican reggae musician	https://en.wikipedia.org/wiki/Bob_Marley	SKIP description doesn't match category
Writer	Ibn Khaldun	1332	1406	164			Arab historiographer and historian	https://en.wikipedia.org/wiki/Ibn_Khaldun	SKIP description doesn't match category
Writer	Bruce Lee	1940	1973	162			Hong Kong–American martial artist and actor	https://en.wikipedia.org/wiki/Bruce_Lee	SKIP description doesn't match category
Writer	Sun Tzu	-544	-496	162			6th century BCE Chinese general and military strategist	https://en.wikipedia.org/wiki/Sun_Tzu	SKIP description doesn't match category
Writer	Herbert Hoover	1874	1964	161			President of the United States from 1929 to 1933	https://en.wikipedia.org/wiki/Herbert_Hoover	SKIP description doesn't match category
Writer	Ingmar Bergman	1918	2007	160			Swedish director and screenwriter	https://en.wikipedia.org/wiki/Ingmar_Bergman	SKIP description doesn't match category
Writer	Federico Fellini	1920	1993	159			Italian filmmaker	https://en.wikipedia.org/wiki/Federico_Fellini	SKIP description doesn't match category
Scientist	James Watt	1736	1819	159			British engineer	https://en.wikipedia.org/wiki/James_Watt	SKIP description doesn't match category
Writer	Ali Khamenei	1939	2026	158			Cleric and former Supreme Leader of Iran from 1989 to 2026	https://en.wikipedia.org/wiki/Ali_Khamenei	SKIP description doesn't match category
Writer	Marlon Brando	1924	2004	157			American actor	https://en.wikipedia.org/wiki/Marlon_Brando	SKIP description doesn't match category
Writer	Ulysses S. Grant	1822	1885	157			President of the United States from 1869 to 1877	https://en.wikipedia.org/wiki/Ulysses_S._Grant	SKIP description doesn't match category
Writer	James Monroe	1758	1831	156			President of the United States from 1817 to 1825	https://en.wikipedia.org/wiki/James_Monroe	SKIP description doesn't match category
Writer	Stanley Kubrick	1928	1999	155			American filmmaker	https://en.wikipedia.org/wiki/Stanley_Kubrick	SKIP description doesn't match category
Writer	Kwame Nkrumah	1909	1972	154			Ghanaian politician	https://en.wikipedia.org/wiki/Kwame_Nkrumah	SKIP description doesn't match category
Writer	Erasmus	1466	1536	153			Dutch Renaissance humanist, Catholic priest, and theologian	https://en.wikipedia.org/wiki/Erasmus	SKIP description doesn't match category
Writer	Brigitte Bardot	1934	2025	151			French actress, singer, animal rights activist	https://en.wikipedia.org/wiki/Brigitte_Bardot	SKIP description doesn't match category
Writer	Alī ibn Abī Ṭālib	599	661	151			4th Rashidun Caliph (r. 656–661) and first Shia Imam	https://en.wikipedia.org/wiki/Ali	SKIP description doesn't match category
Philosopher	Sun Yat-sen	1866	1925	151			Chinese politician, physician, and revolutionary	https://en.wikipedia.org/wiki/Sun_Yat-sen	SKIP description doesn't match category
Artist	Carl Jung	1875	1961	150			Swiss psychiatrist and psychotherapist	https://en.wikipedia.org/wiki/Carl_Jung	SKIP description doesn't match category
Writer	Florence Nightingale	1820	1910	149			English social reformer, statistician, and founder of modern nursing	https://en.wikipedia.org/wiki/Florence_Nightingale	SKIP description doesn't match category
Writer	Eleanor Roosevelt	1884	1962	147			American diplomat and activist, First Lady of the United States from 1933 to 1945	https://en.wikipedia.org/wiki/Eleanor_Roosevelt	SKIP description doesn't match category
Writer	James A. Garfield	1831	1881	146			President of the United States in 1881	https://en.wikipedia.org/wiki/James_A._Garfield	SKIP description doesn't match category
Writer	Grover Cleveland	1837	1908	146			President of the United States	https://en.wikipedia.org/wiki/Grover_Cleveland	SKIP description doesn't match category
Writer	William Howard Taft	1857	1930	146			27th President of the United States from 1909 to 1913	https://en.wikipedia.org/wiki/William_Howard_Taft	SKIP description doesn't match category
Writer	Martin Van Buren	1782	1862	145			President of the United States from 1837 to 1841	https://en.wikipedia.org/wiki/Martin_Van_Buren	SKIP description doesn't match category
Writer	Tacitus	55	120	144			Roman historian and senator	https://en.wikipedia.org/wiki/Tacitus	SKIP description doesn't match category
Writer	Henry Kissinger	1923	2023	144			American politician and diplomat and geopolitical advisor, served as U.S. Secretary of State from 1973 to 1977	https://en.wikipedia.org/wiki/Henry_Kissinger	SKIP description doesn't match category
Writer	Elizabeth Taylor	1932	2011	143			British-American actress	https://en.wikipedia.org/wiki/Elizabeth_Taylor	SKIP description doesn't match category
Writer	Sean Connery	1930	2020	143			Scottish actor	https://en.wikipedia.org/wiki/Sean_Connery	SKIP description doesn't match category
Writer	Al-Ghazali	1058	1111	143			Persian Sunni Muslim scholar and mystic	https://en.wikipedia.org/wiki/Al-Ghazali	SKIP description doesn't match category
Artist	Bhumibol Adulyadej	1927	2016	142			Former King of Thailand	https://en.wikipedia.org/wiki/Bhumibol_Adulyadej	SKIP description doesn't match category
Writer	Zoroaster	-628	-551	141			Founder of Zoroastrianism	https://en.wikipedia.org/wiki/Zoroaster	SKIP description doesn't match category
Writer	Chanakya Kautilya	-375	-283	140			Ancient Indian teacher and strategist who authored the foundational manual on political economy.	https://en.wikipedia.org/wiki/Chanakya	SKIP description doesn't match category
Writer	Francis of Assisi	1182	1226	139			Italian Catholic saint, friar, deacon and preacher and founder of the Franciscan Order	https://en.wikipedia.org/wiki/Francis_of_Assisi	SKIP description doesn't match category
Writer	Alain Delon	1935	2024	138			French actor	https://en.wikipedia.org/wiki/Alain_Delon	SKIP description doesn't match category
Artist	David Bowie	1947	2016	136			English musician and actor	https://en.wikipedia.org/wiki/David_Bowie	SKIP description doesn't match category
Writer	Nero	37	68	135			Fifth and last Roman Emperor of Julio-Claudian dynasty	https://en.wikipedia.org/wiki/Nero	SKIP description doesn't match category
Writer	Benjamin Harrison	1833	1901	135			President of the United States, 1889-1893	https://en.wikipedia.org/wiki/Benjamin_Harrison	SKIP description doesn't match category
Writer	John Calvin	1509	1564	135			French Protestant reformer	https://en.wikipedia.org/wiki/John_Calvin	SKIP description doesn't match category
Writer	Ruhollah Khomeini	1902	1989	135			Supreme Leader of Iran from 1979 to 1989	https://en.wikipedia.org/wiki/Ruhollah_Khomeini	SKIP description doesn't match category
Composer	Jimi Hendrix	1942	1970	132			American guitarist	https://en.wikipedia.org/wiki/Jimi_Hendrix	SKIP description doesn't match category
Composer	Tupac Shakur	1971	1996	132			American rapper and actor	https://en.wikipedia.org/wiki/Tupac_Shakur	SKIP description doesn't match category
Writer	John McCain	1936	2018	132			American politician	https://en.wikipedia.org/wiki/John_McCain	SKIP description doesn't match category
Writer	David	-1039	-969	131			King of Israel and Judah	https://en.wikipedia.org/wiki/David	SKIP description doesn't match category
Writer	Giuseppe Garibaldi	1807	1882	130			Italian general, patriot and republican	https://en.wikipedia.org/wiki/Giuseppe_Garibaldi	SKIP description doesn't match category
Artist	Wilhelm II	1859	1941	129			As King of Prussia last German Emperor from 1888 to 1918	https://en.wikipedia.org/wiki/Wilhelm_II	SKIP description doesn't match category
Composer	Amy Winehouse	1983	2011	129			British singer-songwriter	https://en.wikipedia.org/wiki/Amy_Winehouse	SKIP description doesn't match category
Writer	Titus Livius	-59	17	129			Roman historian	https://en.wikipedia.org/wiki/Livy	SKIP description doesn't match category
Writer	Abu Bakr	573	634	128			1st Rashidun Caliph and father-in-law of Muhammad	https://en.wikipedia.org/wiki/Abu_Bakr	SKIP description doesn't match category
Writer	Napoleon III	1808	1873	128			President of the Second French Republic, Emperor of the Second French Empire and last monarch of France	https://en.wikipedia.org/wiki/Napoleon_III	SKIP description doesn't match category
Composer	Kurt Cobain	1967	1994	127			American rock musician	https://en.wikipedia.org/wiki/Kurt_Cobain	SKIP description doesn't match category
Writer	Shimon Peres	1923	2016	127			Israeli politician (1923–2016) –Former President of Israel (2007–2014) and Prime Minister of Israel	https://en.wikipedia.org/wiki/Shimon_Peres	SKIP description doesn't match category
Composer	George Harrison	1943	2001	126			English musician and member of the Beatles	https://en.wikipedia.org/wiki/George_Harrison	SKIP description doesn't match category
Writer	Theodor Mommsen	1817	1903	126			German classical scholar and historian	https://en.wikipedia.org/wiki/Theodor_Mommsen	SKIP description doesn't match category
Writer	John Paul I	1912	1978	125			Pope of the Catholic Church in 1978	https://en.wikipedia.org/wiki/Pope_John_Paul_I	SKIP description doesn't match category
Writer	Emma Goldman	1869	1940	125			Russian-born American anarchist	https://en.wikipedia.org/wiki/Emma_Goldman	SKIP description doesn't match category
Scientist	Wangari Muta Maathai	1940	2011	125			Kenyan environmentalist and politician who won the Nobel Peace Prize in 2004	https://en.wikipedia.org/wiki/Wangar%C4%A9_Maathai	SKIP description doesn't match category
Scientist	Robert Koch	1843	1910	124			German physician, bacteriologist	https://en.wikipedia.org/wiki/Robert_Koch	SKIP description doesn't match category
Philosopher	Émile Durkheim	1858	1917	124			French sociologist	https://en.wikipedia.org/wiki/%C3%89mile_Durkheim	SKIP description doesn't match category
Composer	Frederick II of Prussia	1712	1786	123			King of Prussia from 1740 to 1786	https://en.wikipedia.org/wiki/Frederick_the_Great	SKIP description doesn't match category
Composer	Bing Crosby	1903	1977	122			American singer and actor	https://en.wikipedia.org/wiki/Bing_Crosby	SKIP description doesn't match category
Writer	Mehmed II	1432	1481	122			Seventh Sultan of the Ottoman Empire	https://en.wikipedia.org/wiki/Mehmed_II	SKIP description doesn't match category
Writer	Nostradamus	1503	1566	122			French seer and astrologer	https://en.wikipedia.org/wiki/Nostradamus	SKIP description doesn't match category
Scientist	Ivan Pavlov	1849	1936	122			Russian physiologist	https://en.wikipedia.org/wiki/Ivan_Pavlov	SKIP description doesn't match category
Writer	John Wayne	1907	1979	119			American actor	https://en.wikipedia.org/wiki/John_Wayne	SKIP description doesn't match category
Writer	Justinian I	482	565	119			Eastern Roman Emperor who ruled from 527 to 565	https://en.wikipedia.org/wiki/Justinian_I	SKIP description doesn't match category
Philosopher	Lee Kuan Yew	1923	2015	119			1st Prime Minister of the Republic of Singapore	https://en.wikipedia.org/wiki/Lee_Kuan_Yew	SKIP description doesn't match category
Composer	Henry VIII of England	1491	1547	118			King of England from 1509 to 1547	https://en.wikipedia.org/wiki/Henry_VIII	SKIP description doesn't match category
Composer	Johnny Cash	1932	2003	117			American country singer	https://en.wikipedia.org/wiki/Johnny_Cash	SKIP description doesn't match category
Composer	Vladimir Vysotsky	1938	1980	117			Soviet singer-songwriter and actor	https://en.wikipedia.org/wiki/Vladimir_Vysotsky	SKIP description doesn't match category
Writer	Solon	-630	-560	116			Athenian legislator	https://en.wikipedia.org/wiki/Solon	SKIP description doesn't match category
Writer	Bobby Fischer	1943	2008	116			American chess player	https://en.wikipedia.org/wiki/Bobby_Fischer	SKIP description doesn't match category
Composer	Aretha Franklin	1942	2018	115			American singer, songwriter, and pianist	https://en.wikipedia.org/wiki/Aretha_Franklin	SKIP description doesn't match category
Writer	Humphrey Bogart	1899	1957	115			American actor	https://en.wikipedia.org/wiki/Humphrey_Bogart	SKIP description doesn't match category
Writer	Leo XIII	1810	1903	115			Pope of the Catholic Church from 1878 to 1903	https://en.wikipedia.org/wiki/Pope_Leo_XIII	SKIP description doesn't match category
Writer	Pierre de Coubertin	1863	1937	115			Founder of modern Olympic Games, pedagogue and historian	https://en.wikipedia.org/wiki/Pierre_de_Coubertin	SKIP description doesn't match category
Writer	Alexis de Tocqueville	1805	1859	114			French political thinker and historian, minister of Foreign Affairs	https://en.wikipedia.org/wiki/Alexis_de_Tocqueville	SKIP description doesn't match category
Writer	Américo Vespucio	1454	1512	114			Florentine explorer, financier, navigator and cartographer	https://en.wikipedia.org/wiki/Amerigo_Vespucci	SKIP description doesn't match category
Writer	Orson Welles	1915	1985	112			American actor and filmmaker	https://en.wikipedia.org/wiki/Orson_Welles	SKIP description doesn't match category
Writer	Gregory I	540	604	112			64th Bishop of Rome, Head of the Roman Catholic Church from 590 to 604	https://en.wikipedia.org/wiki/Pope_Gregory_I	SKIP description doesn't match category
Writer	Fridtjof Nansen	1861	1930	112			Norwegian polar explorer and diplomat; Nobel Peace Prize laureate	https://en.wikipedia.org/wiki/Fridtjof_Nansen	SKIP description doesn't match category
Philosopher	Ramakrishna	1836	1886	112			Indian mystic and religious preacher	https://en.wikipedia.org/wiki/Ramakrishna	SKIP description doesn't match category
Composer	Prince	1958	2016	111			American musician	https://en.wikipedia.org/wiki/Prince_(musician)	SKIP description doesn't match category
Writer	Demosthenes	-384	-322	111			Classical Athenian statesman and orator	https://en.wikipedia.org/wiki/Demosthenes	SKIP description doesn't match category
Writer	Hadrian	76	138	111			14th Roman Emperor	https://en.wikipedia.org/wiki/Hadrian	SKIP description doesn't match category
Writer	Christopher Lee	1922	2015	111			English actor and singer	https://en.wikipedia.org/wiki/Christopher_Lee	SKIP description doesn't match category
Writer	Helmut Schmidt	1918	2015	111			Chancellor of West Germany	https://en.wikipedia.org/wiki/Helmut_Schmidt	SKIP description doesn't match category
Writer	Andrew Carnegie	1835	1919	111			Scottish-American industrialist and philanthropist	https://en.wikipedia.org/wiki/Andrew_Carnegie	SKIP description doesn't match category
Philosopher	Friedrich Hayek	1899	1992	111			Austrian and British economist	https://en.wikipedia.org/wiki/Friedrich_Hayek	SKIP description doesn't match category
Composer	Frank Zappa	1940	1993	110			American musician	https://en.wikipedia.org/wiki/Frank_Zappa	SKIP description doesn't match category
Writer	David Lloyd George	1863	1945	110			Prime Minister of the United Kingdom from 1916 to 1922	https://en.wikipedia.org/wiki/David_Lloyd_George	SKIP description doesn't match category
Writer	Chuck Norris	1940	2026	110			American martial artist and action actor	https://en.wikipedia.org/wiki/Chuck_Norris	SKIP description doesn't match category
Writer	Claudius	-10	54	109			Fourth Roman emperor	https://en.wikipedia.org/wiki/Claudius	SKIP description doesn't match category
Writer	Madeleine Albright	1937	2022	109			United States Secretary of State from 1997 to 2001	https://en.wikipedia.org/wiki/Madeleine_Albright	SKIP description doesn't match category
Writer	Teresa of Ávila	1515	1582	109			Roman Catholic saint	https://en.wikipedia.org/wiki/Teresa_of_%C3%81vila	SKIP description doesn't match category
Writer	Paul Newman	1925	2008	109			American actor	https://en.wikipedia.org/wiki/Paul_Newman	SKIP description doesn't match category
Scientist	Edgar de Wahl	1867	1948	109			Estonian teacher and linguist	https://en.wikipedia.org/wiki/Edgar_de_Wahl	SKIP description doesn't match category
Writer	Jerome	345	420	108			4th and 5th-century Catholic and Eastern Orthodox saint and Doctor of the Church	https://en.wikipedia.org/wiki/Jerome	SKIP description doesn't match category
Scientist	Wernher von Braun	1912	1977	108			German and later American aerospace engineer and space architect	https://en.wikipedia.org/wiki/Wernher_von_Braun	SKIP description doesn't match category
Writer	Henry Dunant	1828	1910	107			Swiss businessman and co-founder of the Red Cross	https://en.wikipedia.org/wiki/Henry_Dunant	SKIP description doesn't match category
Writer	Aisha	614	678	107			Muhammad's third wife	https://en.wikipedia.org/wiki/Aisha	SKIP description doesn't match category
Writer	Pierre Corneille	1606	1684	107			French tragedian	https://en.wikipedia.org/wiki/Pierre_Corneille	SKIP description doesn't match category
Writer	Clara Zetkin	1857	1933	107			Communist activist, and advocate for women's rights	https://en.wikipedia.org/wiki/Clara_Zetkin	SKIP description doesn't match category
Writer	Carl von Clausewitz	1780	1831	107			German-Prussian general and military theorist	https://en.wikipedia.org/wiki/Carl_von_Clausewitz	SKIP description doesn't match category
Writer	Babur	1483	1530	107			Founder of the Mughal Empire	https://en.wikipedia.org/wiki/Babur	SKIP description doesn't match category
Writer	Thomas Robert Malthus	1766	1834	106			British political economist	https://en.wikipedia.org/wiki/Thomas_Robert_Malthus	SKIP description doesn't match category
Writer	Guru Nanak	1469	1539	106			First Sikh Guru and founder of Sikhism	https://en.wikipedia.org/wiki/Guru_Nanak	SKIP description doesn't match category
Scientist	Maria Montessori	1870	1952	106			Italian physician and educator	https://en.wikipedia.org/wiki/Maria_Montessori	SKIP description doesn't match category
Composer	Ray Charles	1930	2004	105			American singer, pianist and songwriter	https://en.wikipedia.org/wiki/Ray_Charles	SKIP description doesn't match category
Composer	Anne Boleyn	1501	1536	105			Second wife of Henry VIII of England	https://en.wikipedia.org/wiki/Anne_Boleyn	SKIP description doesn't match category
Writer	Armand-Jean du Plessis, duc de Richelieu	1585	1642	105			French clergyman, cardinal, noble and statesman	https://en.wikipedia.org/wiki/Cardinal_Richelieu	SKIP description doesn't match category
Writer	John Chrysostom	349	407	105			Church Father, Archbishop of Constantinople and Christian saint	https://en.wikipedia.org/wiki/John_Chrysostom	SKIP description doesn't match category
Writer	Isadora Duncan	1877	1927	105			American dancer and choreographer	https://en.wikipedia.org/wiki/Isadora_Duncan	SKIP description doesn't match category
Writer	Erich Fromm	1900	1980	105			German sociologist and psychoanalyst	https://en.wikipedia.org/wiki/Erich_Fromm	SKIP description doesn't match category
Writer	Baháʼu'lláh	1817	1892	104			Founder of the Bahá'í Faith	https://en.wikipedia.org/wiki/Bah%C3%A1%CA%BCu%27ll%C3%A1h	SKIP description doesn't match category
Writer	Harriet Tubman	1821	1913	104			African-American abolitionist	https://en.wikipedia.org/wiki/Harriet_Tubman	SKIP description doesn't match category
Writer	Edward Gibbon	1737	1794	104			English historian and politician	https://en.wikipedia.org/wiki/Edward_Gibbon	SKIP description doesn't match category
Writer	Lucian of Samosata	120	180	104			2nd-century Syrian satirist and rhetorician	https://en.wikipedia.org/wiki/Lucian	SKIP description doesn't match category
Writer	Alexander Hamilton	1757	1804	104			American Founding Father and statesman	https://en.wikipedia.org/wiki/Alexander_Hamilton	SKIP description doesn't match category
Writer	Ernst Haeckel	1834	1919	104			German zoologist	https://en.wikipedia.org/wiki/Ernst_Haeckel	SKIP description doesn't match category
Composer	George Michael	1963	2016	103			English singer	https://en.wikipedia.org/wiki/George_Michael	SKIP description doesn't match category
Writer	Theodor Herzl	1860	1904	103			Father of modern political Zionism	https://en.wikipedia.org/wiki/Theodor_Herzl	SKIP description doesn't match category
Composer	George Carlin	1937	2008	102			American stand-up comedian	https://en.wikipedia.org/wiki/George_Carlin	SKIP description doesn't match category
Writer	Peter O'Toole	1932	2013	102			British-Irish actor	https://en.wikipedia.org/wiki/Peter_O%27Toole	SKIP description doesn't match category
Writer	Alfred the Great	849	899	102			King of Wessex	https://en.wikipedia.org/wiki/Alfred_the_Great	SKIP description doesn't match category
Writer	Lauren Bacall	1924	2014	101			American actress	https://en.wikipedia.org/wiki/Lauren_Bacall	SKIP description doesn't match category
Writer	Kirk Douglas	1916	2020	101			American actor	https://en.wikipedia.org/wiki/Kirk_Douglas	SKIP description doesn't match category
Writer	Jacqueline Kennedy Onassis	1929	1994	101			First Lady of the United States from 1961 to 1963	https://en.wikipedia.org/wiki/Jacqueline_Kennedy_Onassis	SKIP description doesn't match category
Writer	Fatima	604	632	101			Daughter of Muhammad	https://en.wikipedia.org/wiki/Fatima	SKIP description doesn't match category
Writer	Gene Wilder	1933	2016	101			American actor	https://en.wikipedia.org/wiki/Gene_Wilder	SKIP description doesn't match category
Artist	Empress Dowager Cixi	1835	1908	100			Chinese empress	https://en.wikipedia.org/wiki/Empress_Dowager_Cixi	SKIP description doesn't match category
Composer	Huldrych Zwingli	1484	1531	100			Protestant Reformation leader in Switzerland, Swiss Reformed Church founder	https://en.wikipedia.org/wiki/Huldrych_Zwingli	SKIP description doesn't match category
Composer	Ella Fitzgerald	1917	1996	100			American jazz singer	https://en.wikipedia.org/wiki/Ella_Fitzgerald	SKIP description doesn't match category
Composer	James Brown	1933	2006	100			American musician	https://en.wikipedia.org/wiki/James_Brown	SKIP description doesn't match category
Writer	Sidney Poitier	1927	2022	100			Bahamian and American actor and diplomat	https://en.wikipedia.org/wiki/Sidney_Poitier	SKIP description doesn't match category
Writer	Mary Pickford	1892	1979	100			Canadian actress and producer	https://en.wikipedia.org/wiki/Mary_Pickford	SKIP description doesn't match category
Writer	Husayn ibn Ali	626	680	100			Grandson of Muhammad and the 3rd Shia Imam	https://en.wikipedia.org/wiki/Husayn_ibn_Ali	SKIP description doesn't match category
Writer	David Livingstone	1813	1873	100			Scottish missionary and explorer	https://en.wikipedia.org/wiki/David_Livingstone	SKIP description doesn't match category
Writer	Claude Lévi-Strauss	1908	2009	99			French anthropologist and ethnologist	https://en.wikipedia.org/wiki/Claude_L%C3%A9vi-Strauss	SKIP description doesn't match category
Writer	Henry Fonda	1905	1982	99			American actor	https://en.wikipedia.org/wiki/Henry_Fonda	SKIP description doesn't match category
Composer	Charles Aznavour	1924	2018	98			Armenian-French singer and diplomat	https://en.wikipedia.org/wiki/Charles_Aznavour	SKIP description doesn't match category
Writer	Oscar Niemeyer	1907	2012	98			Brazilian architect	https://en.wikipedia.org/wiki/Oscar_Niemeyer	SKIP description doesn't match category
Writer	Robert F. Kennedy	1925	1968	98			American politician and lawyer	https://en.wikipedia.org/wiki/Robert_F._Kennedy	SKIP description doesn't match category
Scientist	Louis de Broglie	1892	1987	98			Nobel laureate credited to pioneer the discovery of wave character of matter	https://en.wikipedia.org/wiki/Louis_de_Broglie	SKIP description doesn't match category
Composer	Miriam Makeba	1932	2008	97			South African singer and civil rights activist	https://en.wikipedia.org/wiki/Miriam_Makeba	SKIP description doesn't match category
